lokalita;plocha;pomno;x_m;y_m;popis
110449589,0;1;1,0;-15,96;-8,99;DB 34 cm
110449589,0;1;2,0;16,12;5,48;BK 37 cm
110451616,0;1;1,0;17,88;-10,87;MD soliter
110451616,0;1;2,0;13,26;8,81;BK 19 cm
110451616,0;1;3,0;-4,84;3,58;BK u cesty hranice dilce
110454587,0;1;1,0;3,17;-12,53;DB 22 cm
110454587,0;1;2,0;5,05;2,24;BK 13 cm
110455612,0;1;1,0;-15,56;6,89;DB 31 cm u cesty
110455612,0;1;2,0;-2,69;-10,79;BK 28 cm
110456605,0;1;1,0;18,19;1,08;DB 30 cm
110456605,0;1;2,0;-14,24;4,82;BK 38 cm
110459627,0;1;1,0;-16,8;2,03;BK 25 cm
110459627,0;1;2,0;3,28;-15,7;BK 36 cm
110461611,0;1;1,0;12,52;-0,15;DB 13 cm
110461611,0;1;2,0;-3,85;-0,76;BK s cervenym ptuhem
110464623,0;1;1,0;15,3;1,96;TR 30 cm
110464623,0;1;2,0;-5,38;-14,03;BO 32 cm
120158495,0;1;1,0;-8,56;-10,21;HB DBH 141
120158495,0;1;2,0;8,25;-9,29;DB DBH 162
120162502,0;1;1,0;-12,97;-13,91;HB DBH 182
120162502,0;1;2,0;8,05;-15,68;HB DBH 187
120164489,0;1;1,0;13,96;-4,35;DB DBH 149mm
120164489,0;1;2,0;-3,74;-11,53;HB DBH=184mm
120166499,0;1;1,0;-19,0;-1,19;DB DBH 179
120166499,0;1;2,0;1,81;1,1;BK DBH 63
120167539,0;1;1,0;12,24;7,82;DB 25 cm
120167539,0;1;2,0;-7,34;5,25;DB 28 cm
120169479,0;1;1,0;-8,98;-11,54;HB 11 cm
120169479,0;1;2,0;7,12;-9,18;DB 18 cm
120169511,0;1;1,0;-11,48;16,28;DB DBH 254
120169511,0;1;2,0;-12,47;-1,97;BK DBH 253
120169527,0;1;1,0;-1,09;14,58;DB 29 cm
120169527,0;1;2,0;9,25;-5,42;DB 27 cm
120170496,0;1;1,0;-8,15;13,79;DB DBH 147
120170496,0;1;2,0;12,75;6,3;DB DBH 171
120171489,0;1;1,0;-13,18;7,42;DB DBH 200mm
120171489,0;1;2,0;11,99;-1,02;DB DBH=122mm
120171553,0;1;1,0;7,45;14,2;JD 34 cm
120171553,0;1;2,0;3,1;0,37;BO 19 cm
120172538,0;1;1,0;25,32;-5,06;JD 15 cm
120172538,0;1;2,0;-4,59;3,92;BK 14 cm
120174511,0;1;1,0;12,9;11,41;BK DBH=305mm
120174511,0;1;2,0;-0,05;15,42;HB DBH=120mm
120174551,0;1;1,0;-5,58;-12,54;DB 30 cm
120174551,0;1;2,0;9,52;5,56;DB 23 cm
120176528,0;1;1,0;11,61;7,68;DB 36 cm
120176528,0;1;2,0;-1,21;-4,46;DG  14 cm
120178519,0;1;1,0;1,97;8,09;RB 15 cm
120178519,0;1;2,0;-1,65;-5,48;DB 13 cm
120178535,0;1;1,0;0,31;-16,22;DB  28 cm
120178535,0;1;2,0;0,55;6,7;DB pruh DIL
120178543,0;1;1,0;-4,32;-12,5;BK 15 cm
120178543,0;1;2,0;-3,26;3,28;KL 6m
120180497,0;1;1,0;-10,77;-9,13;SM DBH=219mm
120180497,0;1;2,0;3,84;-11,61;DB DBH 178mm
120180505,0;1;1,0;5,14;-12,73;DB DBH=227mm
120180505,0;1;2,0;-12,13;-5,97;BK 120
120182515,0;1;1,0;-16,1;-7,17;HB DBH=196mm
120182515,0;1;2,0;5,13;-11,53;BK DBH 232
120183556,0;1;1,0;10,87;-7,7;BK 19 cm
120183556,0;1;2,0;-8,63;4,49;DB 28 cm
120184533,0;1;1,0;-3,82;-15,57;BK DBH 283
120184533,0;1;2,0;14,15;-4,08;HB DBH 135mm
120185513,0;1;1,0;13,54;-4,01;DB DBH 185
120185513,0;1;2,0;-5,58;-10,2;BK DBH 125
120186530,0;1;1,0;-5,41;16,35;BK DBH 226
120186530,0;1;2,0;-10,58;-8,26;BK DBH 234
120187556,0;1;1,0;-2,93;-10,11;BK 23 cm
120187556,0;1;2,0;2,11;9,8;BK 23 cm pruhy ODD
120192544,0;1;1,0;8,16;16,3;HB DBH=213mm
120192544,0;1;2,0;9,76;-12,96;BK DBH=251mm
120194551,0;1;1,0;3,02;16,65;BK 30 cm
120194551,0;1;2,0;3,54;-4,24;BK 19 cm
120200548,0;1;1,0;-6,29;-13,86;DB DBH 100
120200548,0;1;2,0;-14,02;5,1;HB DBH 106
120299463,0;1;1,0;7,75;-9,96;LP 28 cm
120299463,0;1;2,0;-3,52;5,38;DB 18 cm
120300808,0;1;1,0;-7,69;-4,73;JD 9 cm u cesty
120300808,0;1;2,0;2,57;-1,16;MD 7 cm
120304451,0;1;1,0;8,46;-7,07;BK 14 cm
120304451,0;1;2,0;-5,44;8,54;KL 8 cm
120304459,0;1;1,0;7,18;-3,1;DB  8 cm
120304459,0;1;2,0;-2,2;3,38;DB 10 cm
120306810,0;1;1,0;-9,79;0,85;TR 16cm
120306810,0;1;2,0;8,12;-0,15;BO    23cm
120307475,0;1;1,0;-15,44;-7,2;DB 27 cm
120307475,0;1;2,0;-10,82;-0,3;DB cilovy s pruhem
120308452,0;1;1,0;1,62;14,94;HB 17 cm u cesty s turostickou znackou
120308452,0;1;2,0;-10,93;7,79;LP  12 cm
120310463,0;1;1,0;11,83;-6,55;LP 15cm
120310463,0;1;2,0;-4,7;-1,09;LP 10 cm
120314488,0;1;1,0;-14,3;-17,53;Sloup elvodu
120314488,0;1;2,0;10,16;1,19;DB 17 cm
120315457,0;1;1,0;-10,27;2,73;OL 23 cm
120315457,0;1;2,0;7,56;7,03;HB 16 cm
120315481,0;1;1,0;-9,68;-8,71;TR 32 cm
120315481,0;1;2,0;4,72;0,2;JR 8 cm
120317468,0;1;1,0;6,17;13,37;DB 17 cm
120317468,0;1;2,0;6,49;-11,29;HB 15 cm
120320478,0;1;1,0;-4,91;-10,2;BK 32 cm
120320478,0;1;2,0;5,93;6,82;LP 19 cm
120322498,0;1;1,0;18,3;7,09;Sloup
120322498,0;1;2,0;-10,81;-5,04;DB 23 cm
120322826,0;1;1,0;2,75;-4,08;KL 15cm
120322826,0;1;2,0;0,98;2,43;KL 8
120323491,0;1;1,0;15,21;0,61;DB 19 cm
120323491,0;1;2,0;-10,48;-8,39;BK 29 cm
120323835,0;1;1,0;-5,22;10,94;DB 33 cm
120323835,0;1;2,0;6,35;-10,21;BK 28 cm
120324468,0;1;1,0;-1,13;11,57;HB 9 cm
120324468,0;1;2,0;-2,73;-1,05;SM 16 cm
120324788,0;1;1,0;-17,78;-3,03;BK 30 cm
120324788,0;1;2,0;7,41;8,56;BK 28 cm
120325475,0;1;1,0;25,46;-15,72;JD u pruseku, zavetvena k zemi
120325475,0;1;2,0;13,4;0,81;BO 33 cm
120326844,0;1;1,0;-13,31;-1,72;BK 37 cm
120326844,0;1;2,0;12,5;1,75;BK 27 cm
120328487,0;1;1,0;-8,29;-5,81;DB 44 cm
120328487,0;1;2,0;4,9;-4,15;BK 3m
120328807,0;1;1,0;3,09;-11,72;BK 26 cm
120328807,0;1;2,0;-3,01;3,1;BK  30 cm
120328823,0;1;1,0;-7,12;-10,06;BK 21 cm
120328823,0;1;2,0;4,52;5,37;BK 16 cm
120330506,0;1;1,0;4,55;-15,57;DB 24 cm ve stene
120330506,0;1;2,0;-11,71;3,85;HB solter 17 cm
120330834,0;1;1,0;-13,19;-8,56;BK 34 cm
120330834,0;1;2,0;9,53;-5,56;BK 19 cm
120331844,0;1;1,0;4,8;9,93;BK 23 cm
120331844,0;1;2,0;-7,44;-3,5;BK 19 cm
120332477,0;1;1,0;-7,78;15,15;JD 20 cm
120332477,0;1;2,0;2,36;-5,76;JD13 cm
120332797,0;1;1,0;-2,78;16,29;JL 24 cm
120332797,0;1;2,0;-9,56;3,61;KL 15 cm
120332805,0;1;1,0;-15,38;-13,13;KL 38 cm
120332805,0;1;2,0;5,37;18,04;BK 41 cm cilovy
120333483,0;1;1,0;2,91;23,04;JD 60 cm u potoka
120333483,0;1;2,0;2,76;-3,71;HB 12 cm
120333515,0;1;1,0;7,3;-5,32;DB 16 cm
120333515,0;1;2,0;-7,67;4,75;DB 15 cm
120333819,0;1;1,0;9,58;-5,64;BK 16 cm
120333819,0;1;2,0;-1,15;2,91;BK 36 cm
120334852,0;1;1,0;10,76;1,91;BK 18 cm
120334852,0;1;2,0;-10,22;-0,07;BK 13 cm
120336495,0;1;1,0;9,53;-10,3;JD 26 cm
120336495,0;1;2,0;4,63;10,02;DB 36 cm
120336815,0;1;1,0;-4,8;-5,39;BK 15 cm
120336815,0;1;2,0;-0,04;3,12;BK 13 cm
120336831,0;1;1,0;-10,96;9,53;BK 36 cm
120336831,0;1;2,0;10,09;-8,71;BK 37 cm
120338515,0;1;1,0;-9,56;-5,08;DB 20 cm
120338515,0;1;2,0;-0,55;7,2;DB 12 cm
120339507,0;1;1,0;-2,19;8,65;BK 20 cm
120339507,0;1;2,0;8,71;0,5;HB 10 cm
120339851,0;1;1,0;2,98;8,41;BK 23 cm
120339851,0;1;2,0;-0,89;-7,97;BK 25 cm
120340804,0;1;1,0;4,37;11,95;BK 16 cm
120340804,0;1;2,0;1,24;-3,93;BK 26 cm
120341798,0;1;1,0;-2,9;-10,84;BK 26 cm
120341798,0;1;2,0;-7,25;6,48;BK 23 cm
120342495,0;1;1,0;-8,1;0,63;DB 16cm
120342495,0;1;2,0;7,65;2,41;BK 29 cm
120342527,0;1;1,0;18,62;-9,78;BK 31 cm
120342527,0;1;2,0;-1,36;1,63;DB 12 cm
120342767,0;1;1,0;4,42;-12,57;TR 26 cm
120342767,0;1;2,0;2,89;11,68;BK 24 cm
120342831,0;1;1,0;7,68;-10,27;HB 20 cm
120342831,0;1;2,0;-10,9;5,08;DB pruhy ODD
120344792,0;1;1,0;-6,5;-7,37;BK 6 cm
120344792,0;1;2,0;1,36;-0,42;BR 7 cm
120344824,0;1;1,0;4,46;8,08;BK 17 cm
120344824,0;1;2,0;-7,59;-3,41;KL pruh DIL
120345486,0;1;1,0;-6,23;-13,68;BK 22 cm
120345486,0;1;2,0;-5,67;5,69;BK 5m
120346807,0;1;1,0;-12,1;-6,03;BK 44  cm pruhy ODD
120346807,0;1;2,0;9,92;-0,08;BK 38 cm
120347512,0;1;1,0;-12,72;0,44;DB  15 cm
120347512,0;1;2,0;6,38;-7,47;JD 28 cm
120347520,0;1;1,0;-19,03;11,08;JD 28 cm
120347520,0;1;2,0;13,21;-6,04;DB 20 cm
120347816,0;1;1,0;-9,41;-6,99;JV 15 cm
120347816,0;1;2,0;8,23;-3,19;JV 15cm
120347848,0;1;1,0;-12,05;-3,77;BK 22 cm
120347848,0;1;2,0;11,0;4,33;BK 33 cm
120348777,0;1;1,0;-1,64;-13,02;BK 21 cm
120348777,0;1;2,0;-5,42;-0,01;JD 25 cm
120348785,0;1;1,0;8,28;-3,58;DG 
120348785,0;1;2,0;0,3;1,29;JS 7 cm
120349529,0;1;1,0;-12,38;-6,58;TR 28 cm
120349529,0;1;2,0;2,11;8,88;DG 18 cm
120349825,0;1;1,0;15,46;6,88;BK 24 cm
120349825,0;1;2,0;-7,63;-1,19;BK 16 cm
120350794,0;1;1,0;6,19;1,71;HB 5 m
120350794,0;1;2,0;-0,45;-2,08;HB 7 cm
120350842,0;1;1,0;-13,95;2,78;HB 19 cm
120350842,0;1;2,0;3,26;2,69;BK 36 cm
120351508,0;1;1,0;10,62;3,93;BK 21 cm
120351508,0;1;2,0;-8,04;-7,68;BO 22 cm
120351540,0;1;1,0;9,79;13,93;DG 28 cm
120351540,0;1;2,0;-3,1;-8,05;DB 17 cm
120352501,0;1;1,0;-8,69;-0,79;BO  29 cm
120352501,0;1;2,0;0,15;2,32;HB 5m
120352837,0;1;1,0;14,27;12,58;BK 32 cm
120352837,0;1;2,0;-8,0;-3,73;BK 35 cm
120353494,0;1;1,0;1,87;13,9;DB 7cm
120353494,0;1;2,0;3,07;-7,42;TR 11 cm
120355520,0;1;1,0;-10,55;4,37;BK 8 cm
120355520,0;1;2,0;2,94;2,89;BK 8 cm
120355528,0;1;1,0;-0,2;8,82;DB 15 cm
120355528,0;1;2,0;-3,72;-0,9;BK 8 cm
120357537,0;1;1,0;-11,56;-5,99;MD 28 cm
120357537,0;1;2,0;2,62;-0,14;DB 3m
120358490,0;1;1,0;-17,63;2,6;Slopek rohovy  plotu
120358490,0;1;2,0;5,42;-13,69;DB 50 cm
120358850,0;1;1,0;9,06;12,61;BK 20 cm
120358850,0;1;2,0;-0,38;-7,31;BK 16 cm
120360509,0;1;1,0;12,67;-6,04;LP 33 cm
120360509,0;1;2,0;-7,97;7,62;HB 23 cm
120360845,0;1;1,0;-7,02;9,76;HB 10 cm
120360845,0;1;2,0;-2,18;-1,8;HB 7 cm
120363527,0;1;1,0;-8,6;-8,42;JD 24 cm
120363527,0;1;2,0;0,32;2,3;JD 12 cm
120368516,0;1;1,0;20,09;-6,84;Sloup Elvodu
120368516,0;1;2,0;-8,25;13,62;DB 17 cm v okraji
120447981,0;1;1,0;-3,83;14,32;BK 19 cm
120447981,0;1;2,0;5,36;-11,87;BK 35 cm
120455988,0;1;1,0;-4,07;13,84;Bk 33 cm
120455988,0;1;2,0;11,33;-1,45;BK 26 cm
120456997,0;1;1,0;19,7;6,44;BK 40 cm
120456997,0;1;2,0;-19,19;-2,25;BK  27 cm
120457005,0;1;1,0;8,42;6,65;BK 12 cm
120457005,0;1;2,0;-3,01;1,63;KL 18 cm
120463004,0;1;1,0;11,81;4,18;MD 27 cm
120463004,0;1;2,0;-11,16;3,58;BK 20 cm
120463998,0;1;1,0;16,52;0,46;BK 33 cm
120463998,0;1;2,0;-5,3;9,89;BK 30 cm
130256514,0;1;1,0;-15,62;-5,38;DB 43 cm
130256514,0;1;2,0;3,29;6,54;HB 20 cm
130375695,0;1;1,0;12,92;5,7;KL DBH=251, 5m nad cestou
130375695,0;1;2,0;2,25;13,03;BK DBH 120
130376684,0;1;1,0;4,65;-6,29;BK 9 cm
130376684,0;1;2,0;1,73;1,83;SM 4m
130377690,0;1;1,0;17,88;-1,25;BK DBH 178
130377690,0;1;2,0;2,4;-14,53;HB DBH 145
130378711,0;1;1,0;6,71;-15,97;sloup el vedeni neoznacen
130378711,0;1;2,0;-8,24;-13,39;BK DBH 205
130380696,0;1;1,0;12,29;3,99;JS DBH 224
130380696,0;1;2,0;6,82;-10,74;HB DBH 209
130381709,0;1;1,0;-2,81;-17,4;BK DBH=140mm
130381709,0;1;2,0;-11,41;-0,57;BK DBH 281mm
130384700,0;1;1,0;-15,33;11,59;HB DBH=195mm
130384700,0;1;2,0;10,13;10,82;HB DBH=247mm
130387692,0;1;1,0;-7,59;14,9;LP DBH 115
130387692,0;1;2,0;3,77;-12,99;DB DBH 463 pruh sprejem zeleny
130388697,0;1;1,0;-10,98;3,8;LP DBH 159mm
130388697,0;1;2,0;-3,17;9,72;DB DBH=120mm
130388705,0;1;1,0;8,13;9,52;BK DBH 335
130388705,0;1;2,0;0,82;-8,28;KL DBH 84
130389688,0;1;1,0;11,31;-2,21;JS DBH=186mm
130389688,0;1;2,0;-0,09;-10,92;HB DBH=133mm
130396705,0;1;1,0;-18,13;-8,53;DB DBH=175mm
130396705,0;1;2,0;-10,8;7,28;DB DBH=205mm
130400687,0;1;1,0;13,99;-2,86;Babyka DBH=166mm
130400687,0;1;2,0;-9,92;4,21;Sloup el. vedeni neoznacen
130462796,0;1;1,0;2,96;16,97;BK DBH 291
130462796,0;1;2,0;14,44;2,86;BK DBH 280
130473804,0;1;1,0;3,37;-17,71;BK DBH=191mm
130473804,0;1;2,0;-16,25;3,01;BK DBH 310
130474809,0;1;1,0;15,84;-3,02;BK DBH 140
130474809,0;1;2,0;9,2;12,62;MD DBH 315
130490686,0;1;1,0;-17,59;16,51;BK DBH 330 u cesty
130490686,0;1;2,0;2,99;13,09;BK DBH 249
130493687,0;1;1,0;4,11;-12,36;HB DBH=240mm
130493687,0;1;2,0;-11,51;4,41;JV MLEC DBH=180mm
130503692,0;1;1,0;11,57;-12,62;BK DBH=367mm
130503692,0;1;2,0;-2,01;-14,18;BK DBH=326mm
130504697,0;1;1,0;4,39;15,31;HB DBH=237mm
130504697,0;1;2,0;13,32;-8,16;BK DBH=270mm
130507707,0;1;1,0;14,78;1,13;BK DBH=225mm
130507707,0;1;2,0;3,83;14,11;BK DBH 135
130508700,0;1;1,0;19,11;16,61;BK DBH=423mm
130508700,0;1;2,0;11,52;-9,16;MD DBH=171mm
130511721,0;1;1,0;-13,91;-8,16;Jilm DBH=239 u cesty
130511721,0;1;2,0;10,72;-4,24;HB DBH 223
130513708,0;1;1,0;22,82;12,91;HB DBH 178
130513708,0;1;2,0;12,72;-6,37;MD DBH 257
130514729,0;1;1,0;13,31;6,52;BK DBH=145mm
130514729,0;1;2,0;1,71;-12,21;HB DBH 210
130515726,0;1;1,0;-20,16;-11,92;DB DBH=236mm
130515726,0;1;2,0;3,41;-15,04;LP DBH=215mm
130515738,0;1;1,0;-16,78;-1,29;HB DBH=306mm
130515738,0;1;2,0;4,57;15,36;HB DBH=217
130516707,0;1;1,0;15,17;-7,73;TR DBH 288mm
130516707,0;1;2,0;-9,86;-11,34;SM 226
130517719,0;1;1,0;13,13;-19,76;BK DBH 238
130517719,0;1;2,0;-0,81;-13,3;BK DBH 332
130521724,0;1;1,0;-6,8;7,9;BK DBH=206mm
130521724,0;1;2,0;-0,61;-8,6;BK DBH=80mm pod cestou a pod skalou
130527733,0;1;1,0;2,9;16,17;LP DBH 403
130527733,0;1;2,0;-13,6;2,99;DB 224
130530745,0;1;1,0;-20,43;2,0;HB DBH=114mm
130530745,0;1;2,0;-8,73;-12,47;HB DBH=94mm
130538743,0;1;1,0;-3,18;-13,35;HB DBH 191
130538743,0;1;2,0;7,55;-8,04;HB DBH 162
140076325,0;1;1,0;-2,07;-13,87;HB DBH 150 u pesiny
140076325,0;1;2,0;-12,23;-4,76;HB DBH 292mm
140082336,0;1;1,0;-13,19;9,62;HB DBH 218
140082336,0;1;2,0;-3,29;-13,53;HB DBH 135
140086425,0;1;1,0;12,08;16,09;HB DBH=275mm
140086425,0;1;2,0;8,45;-16,03;JS DBH=394mm
140092441,0;1;1,0;-16,21;4,52;JV ML DBH 165
140092441,0;1;2,0;1,87;13,19;BO DBH 317
140094450,0;1;1,0;4,99;20,01;cedule PR U Brnenky
140094450,0;1;2,0;-14,18;6,31;LP DBH 215mm
140113394,0;1;1,0;-8,21;-8,92;DB DBH=199mm
140113394,0;1;2,0;-9,63;3,43;HB DBH=248mm
140121404,0;1;1,0;7,27;-14,28;HB DBH 250
140121404,0;1;2,0;9,26;8,73;DB DBH 235
140126502,0;1;1,0;-23,86;-2,8;HB DBH=280mm
140126502,0;1;2,0;13,25;7,28;JV ML DBH 313
140127495,0;1;1,0;-2,61;-15,0;BK DBH 261
140127495,0;1;2,0;13,65;-3,22;HB DBH 157
140220507,0;1;1,0;-11,37;-6,75;HB DBH=193mm
140220507,0;1;2,0;-0,96;-12,89;BO DBH 406mm
140258528,0;1;1,0;6,61;12,93;HB DBH 220
140258528,0;1;2,0;-6,12;9,29;DB DBH 112 u skaly
140261546,0;1;1,0;9,92;9,69;BK DBH=250mm
140261546,0;1;2,0;-9,41;8,47;BK DBH=138mm
140261546,0;1;3,0;2,88;3,87;nahradni stred zelezny kolik
140269549,0;1;1,0;-17,02;6,23;LP DBH 178
140269549,0;1;2,0;4,87;-15,27;HB DBH 276
140271563,0;1;1,0;-6,78;-4,66;BK DBH=280mm
140271563,0;1;2,0;2,51;6,13;BK
140274548,0;1;1,0;-1,42;-16,26;DB DBH=160mm
140274548,0;1;2,0;13,47;-4,56;LP DBH=215mm
140312692,0;1;1,0;-13,65;-8,2;JS DBH=247mm
140312692,0;1;2,0;-4,05;-13,84;BK DBH 338
140313623,0;1;1,0;-17,53;-4,2;DB DBH 199mm
140313623,0;1;2,0;12,74;-7,18;HB DBH 242
140344652,0;1;1,0;17,77;-1,33;DB DBH=434mm u cesty
140344652,0;1;2,0;-4,33;9,59;HB DBH=283mm
140353654,0;1;1,0;7,11;-13,88;ML DBH=104mm
140353654,0;1;2,0;-9,21;-2,19;HB DBH=282mm
140429701,0;1;1,0;-5,96;14,12;HB DBH=241mm
140429701,0;1;2,0;-14,29;-1,93;HB DBH=197mm
140433715,0;1;1,0;13,1;7,35;HB DBH 162
140433715,0;1;2,0;-8,58;11,47;HB DBH 235
140435730,0;1;1,0;12,67;8,8;LP dvojak DBH=317mm
140435730,0;1;2,0;11,53;-7,06;ML DBH=182mm u cesty
140440731,0;1;1,0;18,57;2,37;HB DBH=157mm
140440731,0;1;2,0;-17,8;-0,96;HB DBH=300mm
140441741,0;1;1,0;12,54;-9,65;LP DBH 126
140441741,0;1;2,0;10,17;7,47;LP DBH 273
140456689,0;1;1,0;-11,66;-2,48;HB DBH 232
140456689,0;1;2,0;-9,88;4,17;KL DBH=290mm u zdi
140460708,0;1;1,0;11,63;1,47;BK DBH 277
140460708,0;1;2,0;-7,36;8,87;BK DBH 170 mm
140465709,0;1;1,0;-6,94;11,37;BK DBH=284mm
140465709,0;1;2,0;9,14;8,11;JV BAB DBH=185mm
140471717,0;1;1,0;-11,66;1,95;BK DBH 180mm
140471717,0;1;2,0;3,98;10,39;LP DBH 187
140568826,0;1;1,0;-16,38;1,2;JV ML DBH=255mm
140568826,0;1;2,0;-2,57;-12,56;HB DBH=272mm
140568834,0;1;1,0;5,69;21,38;HB DBH 347
140568834,0;1;2,0;5,36;-11,65;HB DBH 277
140574845,0;1;1,0;-2,02;15,59;TR DBH 301
140574845,0;1;2,0;-10,87;5,8;BK DBH=186mm
140576838,0;1;1,0;-8,74;16,1;HB DBH 289
140576838,0;1;2,0;-2,3;-15,96;JV DBH 218
140580847,0;1;1,0;-5,65;14,89;BK DBH 200
140580847,0;1;2,0;-13,47;-1,24;HB DBH 254
140584850,0;1;1,0;-2,95;-12,48;HB DBH 344
140584850,0;1;2,0;10,53;-7,32;HB DBH 301
140625052,0;1;1,0;5,56;-20,07;JL DBH=300mm
140625052,0;1;2,0;1,94;18,22;BK DBH=305mm
140629081,0;1;1,0;13,21;-6,27;JV DBH 153
140629081,0;1;2,0;-9,9;-10,36;JV DBH 286
140632058,0;1;1,0;7,36;-13,44;BK DBH 345
140632058,0;1;2,0;-6,44;-9,55;BK DBH 93
140633918,0;1;1,0;5,86;-8,25;HB  13 cm
140633918,0;1;2,0;-4,17;4,49;KL 13 cm
